unique	total	date	branch	files	subject
0	1	2026-06-16	fix/photo-evidence-supervisor-read	firestore.rules,security_spec.md,src/rules-tests/tenantServerWriteStores.rules.test.ts	fix(rules): tighten photo_evidence read to supervisor-tier (PII)
2	2	2026-06-15	feat/uf-rate-pipeline	firestore.rules,security_spec.md,src/__tests__/server/maintenance.test.ts,src/rules-tests/ufRates.rules.test.ts,src/server/jobs/runUfRateRefresh.test.ts,src/server/jobs/runUfRateRefresh.ts	fix(pricing): apply adversarial-review hardening to the UF rate pipeline
0	1	2026-06-15	feat/billing-cycle-rails	src/__tests__/server/billing.router.test.ts,src/server/routes/billing/googleplay.ts,src/server/routes/billing/invoices.ts,src/server/routes/billing/khipu.ts,src/server/routes/billing/mercadopago.ts,src/server/routes/billing/webpay.ts	feat(billing): persist billing cycle on the subscription doc across all rails
0	1	2026-06-15	feat/billing-cycle-foundation	src/services/billing/invoice.test.ts,src/services/billing/invoice.ts,src/services/billing/types.ts,src/services/pricing/subscriptionPlan.test.ts,src/services/pricing/subscriptionPlan.ts	feat(billing): foundation to persist billing cycle on the subscription doc
0	1	2026-06-15	test/health-vault-behavioral	src/__tests__/server/healthVault.test.ts	test(server): behavioral coverage for healthVault router
0	1	2026-06-15	feat/predictive-alert-acks-rule	firestore.rules,security_spec.md,src/rules-tests/predictiveAlertAcks.rules.test.ts	fix(rules): close default-deny gap on predictive_alert_acks (server-only)
0	1	2026-06-15	feat/legal-status-alert	src/components/layout/LegalStatusAlert.test.tsx,src/components/layout/LegalStatusAlert.tsx,src/components/layout/Sidebar.tsx,src/hooks/useLegalStatusAlert.test.ts,src/hooks/useLegalStatusAlert.ts,src/i18n/locales/en/common.json	feat(legal): sidebar advisory when dotaci├│n crosses CPHS/DPRP thresholds
0	1	2026-06-15	test/conflict-queue-behavioral	src/__tests__/server/conflictQueue.test.ts	test(server): behavioral coverage for conflictQueue router
2	2	2026-06-15	feat/legal-reconcile-cron	src/server/jobs/runLegalObligationReconcile.test.ts,src/server/jobs/runLegalObligationReconcile.ts,src/server/routes/maintenance.ts	fix(legal): apply adversarial-review hardening to the reconcile cron
2	2	2026-06-15	feat/legal-unlock-by-headcount	server.ts,src/__tests__/server/legalReconcile.test.ts,src/server/routes/legalReconcile.ts,src/services/sii/projectSeeds.test.ts,src/services/sii/projectSeeds.ts	fix(legal): apply adversarial-review hardening to reconcile endpoint
0	1	2026-06-15	feat/cascaron-delete-ui	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Settings.tsx	feat(privacy): cascaron 3b ÔÇö wire the real anonymize flow in Settings (UI)
2	2	2026-06-15	feat/cascaron-anonymize-endpoint	server.ts,src/__tests__/server/account.anonymize.test.ts,src/server/auth/rpId.test.ts,src/server/auth/rpId.ts,src/server/routes/account.ts	fix(privacy): harden WebAuthn origin binding on the anonymize gate (review #914)
0	1	2026-06-15	feat/cascaron-safety-posts-scrub	firestore.indexes.json,src/server/services/anonymizeUser.test.ts,src/server/services/anonymizeUser.ts	feat(privacy): cascaron 2b ÔÇö scrub authored community posts (cross-project)
3	3	2026-06-15	feat/metals-7-tier-collapse	src/__smoke__/billing-flow.smoke.test.ts,src/__smoke__/setup.ts,src/__tests__/server/billing.router.test.ts,src/__tests__/server/billingTierFallbackParity.test.ts,src/__tests__/server/regulatoryFramework.test.ts,src/__tests__/server/requireTier.test.ts	test(pricing): fix 13 runtime assertions missed by typecheck (7-collapse)
0	1	2026-06-15	refactor/dedupe-plan-rank	src/services/systemEngine/policies/tierChangeReactivity.ts	refactor(systemEngine): dedupe PLAN_RANK ÔÇö use canonical planRank() (OLA 2 debt)
3	3	2026-06-15	feat/cascaron-anonymize-service	src/server/services/anonymizeUser.test.ts,src/server/services/anonymizeUser.ts	test(privacy): fix CI typecheck TS2352 in anonymizeUser.test (drop mock.calls cast)
0	1	2026-06-15	feat/cascaron-anonymization-rules	firestore.rules,security_spec.md,src/rules-tests/anonymizationEvents.rules.test.ts	feat(privacy): anonymization_events collection rules + tests (cascaron, OLA 2)
2	2	2026-06-15	feat/scale-gate-report-only	src/server/middleware/requireTier.ts,src/server/routes/projects.ts,src/services/pricing/scaleCaps.test.ts,src/services/pricing/scaleCaps.ts	fix(billing): harden scale-cap core per adversarial review (OLA 2)
0	1	2026-06-14	docs/business-model-v2-roadmap	docs/audits/file-ledger/BUSINESS-MODEL-V2-ROADMAP.md,docs/audits/file-ledger/PHASE5-REMEDIATION.md	docs(plan): incorporate business-model v2 roadmap as Phase-5 technical debt
0	1	2026-06-14	claude/ola2-server-write-tenant-rules	docs/audits/file-ledger/PHASE5-REMEDIATION.md,firestore.rules,security_spec.md,src/rules-tests/tenantServerWriteStores.rules.test.ts	feat(rules): explicit server-only rules for 3 latent tenant stores (OLA 2 blindaje)
2	2	2026-06-14	claude/ola1-evac-cross-device-resume	docs/audits/file-ledger/PHASE5-REMEDIATION.md,src/components/evacuation/EvacuationDashboard.test.tsx,src/components/evacuation/EvacuationDashboard.tsx,src/hooks/useEvacuationHeadcount.test.ts,src/hooks/useEvacuationHeadcount.ts,src/i18n/locales/en/common.json	fix(evacuation): harden 409 handling per adversarial review (body double-read + null-id + robust detect)
0	1	2026-06-14	claude/ci-bundle-size-hf429	.github/workflows/perf.yml	ci(perf): fix Bundle-size flake ÔÇö skip SLM prepackage in size-limit-action build
2	2	2026-06-14	claude/ola1-stopwork-declare-hardening	docs/audits/file-ledger/PHASE5-REMEDIATION.md,src/__tests__/server/auditServerEvent.test.ts,src/__tests__/server/stoppage.router.test.ts,src/hooks/useStoppage.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json	fix(stoppage): translate precondition-failure feedback (adversarial review LOW)
2	2	2026-06-14	claude/ola1-loneworker-start-audit	TODO.md,docs/audits/file-ledger/PHASE5-REMEDIATION.md,src/__tests__/server/loneWorkerStart.router.test.ts,src/hooks/useLoneWorker.ts,src/pages/LoneWorker.test.tsx,src/pages/LoneWorker.tsx	fix(lone-worker): audit the SECOND start path (LoneWorkerMonitor) ÔÇö adversarial review
2	2	2026-06-14	claude/ola1-stopwork-resume	src/__tests__/server/stoppage.router.test.ts,src/__tests__/server/stoppageResolve.router.test.ts,src/hooks/useStoppage.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json	fix(stoppage): harden resume per adversarial review (409 not-pending, fail-loud feed, honest schema)
6	6	2026-06-14	claude/ola1-evac-consolidate	src/__tests__/server/evacuationHeadcount.router.test.ts,src/components/evacuation/EvacuationDashboard.test.tsx,src/components/evacuation/EvacuationDashboard.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json	fix(evacuation): unreadable-attendance Ôëá no-attendance + tenant-read retry (review round 5)
0	1	2026-06-14	claude/ola1-sif-page	src/components/layout/sidebarMenuGroups.ts,src/hooks/useSif.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Inbox.tsx	feat(sif): dedicated SIF precursors page ÔÇö mount orphaned SIFAlert (block #1)
0	1	2026-06-14	claude/ola1-zone-editor	src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/RestrictedZonesEditor.test.tsx,src/pages/RestrictedZonesEditor.tsx	feat(zones): map-draw restricted-zone editor ÔÇö completes the geofenceÔåÆSOS chain (OLA 1)
0	1	2026-06-14	claude/ola1-loneworker-failloud	firestore.indexes.json,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/LoneWorker.test.tsx,src/pages/LoneWorker.tsx	fix(lone-worker): fail loud on failed help/check-in persist + distinct read-error state (review follow-up to #895)
3	3	2026-06-14	claude/ola1-mandown-cron	.github/workflows/deploy.yml,src/__tests__/server/maintenance.test.ts,src/server/jobs/runManDownEscalation.test.ts,src/server/jobs/runManDownEscalation.ts,src/server/routes/maintenance.ts,src/services/loneWorker/manDownEscalationStage.test.ts	harden(man-down): audit_logs on escalation + surface cron soft-errors + guard the no-delivery throws (review fixes)
2	2	2026-06-14	claude/ola1-geofence-real-zones	src/components/emergency/GeofenceAlert.test.tsx,src/components/emergency/GeofenceAlert.tsx,src/services/zones/restrictedZoneToGeofence.test.ts,src/services/zones/restrictedZoneToGeofence.ts	harden(geofence): fail-loud on fetch failure + live active-window + degenerate-ring guard (review fixes)
0	1	2026-06-14	claude/ola1-loneworker-page	src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/LoneWorker.test.tsx,src/pages/LoneWorker.tsx	fix(lone-worker): un-shadow worker check-in page + replace fabricated mock with real session (OLA 1)
2	2	2026-06-14	claude/ola1-dea-join	src/server/routes/maintenance.ts,src/services/dea/nearestDeaForProject.test.ts,src/services/dea/nearestDeaForProject.ts	refactor(lone-worker): extract nearestDeaForProject helper (fix convention guard + add test)
0	1	2026-06-13	claude/ola1-sos-deadletter	src/App.tsx,src/components/emergency/SosDeadLetterBanner.test.tsx,src/components/emergency/SosDeadLetterBanner.tsx	feat(sos): surface undelivered SOS dead-letters ("tu alerta no sali├│") (OLA 1)
0	1	2026-06-13	claude/ola1-tracker	docs/audits/file-ledger/PHASE5-REMEDIATION.md	docs(ola1): track OLA-1 VIDA blocks + scoping corrections (file:line)
0	1	2026-06-13	claude/ola1-loneworker-location	src/server/jobs/runLoneWorkerEscalation.ts,src/server/routes/maintenance.ts,src/services/loneWorker/loneWorkerService.test.ts,src/services/loneWorker/loneWorkerService.ts	feat(lone-worker): carry the worker's location into the escalation (C5, OLA 1)
0	1	2026-06-13	claude/ola1-sos-offline	src/components/emergency/SOSButton.tsx,src/components/layout/RootLayout.tsx,src/services/emergency/sosOutbox.indexeddb.test.ts,src/services/emergency/sosOutbox.indexeddb.ts,src/services/emergency/sosOutbox.ts,src/services/emergency/sosOutboxClient.test.ts	feat(sos): queue an offline SOS for retried delivery instead of losing it (OLA 1)
0	1	2026-06-13	claude/ola1-geofence-escalation	src/components/emergency/GeofenceAlert.tsx,src/hooks/useGeofenceWithEvents.test.ts	fix(geofence): wire dormant geofenceÔåÆSOS escalation + DEV-gate the fabricated demo zone (OLA 1)
0	1	2026-06-13	claude/ola1-emergency-mode	src/pages/Emergency.tsx,src/services/emergency/emergencyModeSync.test.ts,src/services/emergency/emergencyModeSync.ts	fix(emergency): surface the SOS button during a declared emergency (OLA 1)
0	1	2026-06-13	claude/ola1-commute-button	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/SafeDrivingMode.test.tsx,src/pages/SafeDrivingMode.tsx,src/services/driving/commuteSession.ts	feat(driving): commute (trayecto) start/stop in driver mode ÔÇö Ley 16.744 art.5 (OLA 1)
0	1	2026-06-13	claude/ola1-evac-twin-rules	firestore.rules,security_spec.md,src/rules-tests/evacuations.rules.test.ts,src/rules-tests/siteGeometry.rules.test.ts,src/services/digitalTwin/siteGeometryStore.test.ts,src/services/digitalTwin/siteGeometryStore.ts	fix(rules): revive evacuation headcount + digital-twin A* ÔÇö project-scoped life-safety rules (OLA 1)
2	2	2026-06-13	claude/br12-deps-security	package-lock.json,src/test/firestore-emulator-setup.ts	test(firestore): use a valid PKCS#8 dummy key in the emulator setup (B-R12)
0	1	2026-06-13	claude/ola0-deploy-infra	.github/workflows/deploy.yml,server.ts	ci(deploy): serialize Cloud Run deploys + tag Sentry release with commit (B-R14)
0	1	2026-06-13	claude/ola0-copy-ds54	src/components/cphs/CphsCommitteeStatusCard.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ComiteParitario.tsx,src/pages/CphsModule.tsx	fix(copy): DS 54 ÔåÆ DS 44/2024 in user-facing compliance claims (B-R13)
0	1	2026-06-13	claude/ola0-tracker-close	CLAUDE.md,TODO.md,docs/audits/INFORME-EXTERNO-2026-06-12.md,docs/audits/file-ledger/PHASE5-REMEDIATION.md	docs(ola0): close OLA-0 tracker ÔÇö 15 fixes verified real-wired + reconcile drift
5	7	2026-06-13	claude/ola0-driver-dictation	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/SafeDrivingMode.test.tsx,src/pages/SafeDrivingMode.tsx	fix(driving): stop aliasing `this` in the SpeechRecognition test mock (#878 ESLint)
3	5	2026-06-13	claude/ola0-climate-route-btn	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ClimateRoutes.test.tsx,src/pages/ClimateRoutes.tsx	test(climate): de-flake ClimateRoutes clicks ÔÇö wait for idle button (#872 CI)
3	5	2026-06-13	claude/ola0-rules-trio	firestore.rules,security_spec.md,src/hooks/useGamification.ts,src/pages/PublicNodeView.tsx,src/rules-tests/nodesWorkerRut.rules.test.ts,src/rules-tests/rulesTrio.rules.test.ts	fix(rules): split nodes read into get/list ÔÇö anon GET-by-id, no enumeration (#876)
2	4	2026-06-13	claude/ola0-csv-crews-fix	src/__tests__/server/organic.router.test.ts,src/components/etl/CsvImportExportModal.tsx,src/pages/CuadrillasDashboard.tsx,src/server/routes/organic.ts,src/services/etl/organicCsvSync.test.ts,src/services/etl/organicCsvSync.ts	fix(organic): audit crew/process creation + guard 5xx bodies
2	4	2026-06-13	claude/ola0-ia-limiters-store	.env.example,scripts/validate-env.cjs,src/__tests__/server/iaLimitersStore.test.ts,src/server/middleware/limiters.ts,src/server/rateLimit/firestoreRateLimitStore.ts	docs(env): document PRAEVENTIO_FORCE_IA_FS_STORE + have store implement Store
2	4	2026-06-13	claude/ola0-ai-metering	src/__tests__/server/gemini.metering.test.ts,src/server/routes/gemini.ts	refactor(ai): drop unused AI_MODEL_FAST import (review #871)
0	3	2026-06-13	claude/ola0-vigilancia-real	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Medicine.tsx,src/pages/medicineMetrics.test.ts,src/pages/medicineMetrics.ts	Merge branch 'main' into claude/ola0-vigilancia-real
0	3	2026-06-13	claude/ola0-pulse-audit-hash	src/__tests__/server/culturePulse.test.ts,src/server/routes/culturePulse.ts	Merge branch 'main' into claude/ola0-pulse-audit-hash
0	3	2026-06-13	claude/ola0-ergo-legal-trigger	src/__tests__/server/ergonomicsLegalTrigger.test.ts,src/components/ergonomics/AddErgonomicsModal.tsx,src/server/routes/ergonomics.ts,src/services/safety/dispatchLegalTrigger.test.ts,src/services/safety/dispatchLegalTrigger.ts,src/services/safety/ergonomicLegalTrigger.ts	Merge branch 'main' into claude/ola0-ergo-legal-trigger
0	1	2026-06-13	fix/findings-heatmap-test-clock	src/pages/FindingsHeatMap.test.tsx	test(findings): anchor heatmap fixture to real clock so it never ages out of window
2	2	2026-06-13	claude/ola0-mandown-schema	firestore.indexes.json,src/components/dashboard/ManDownSupervisorWidget.test.tsx,src/components/dashboard/ManDownSupervisorWidget.tsx	test(emergency): give updateDoc mock a variadic signature so calls[0][1] typechecks
0	1	2026-06-13	claude/ola0-vault-bearer-clean	src/pages/HealthVaultShare.test.tsx,src/pages/HealthVaultShare.tsx	fix(health-vault): send Bearer-prefixed Authorization in share QR flow
0	1	2026-06-13	claude/ola0-sii-noop-guard	scripts/validate-env.cjs,src/__tests__/scripts/validateEnv.test.ts,src/services/billing/invoice.test.ts,src/services/billing/invoice.ts,src/services/sii/index.ts,src/services/sii/siiAdapter.test.ts	fix(sii): fail-closed when no real PSE is configured in production
0	1	2026-06-13	claude/ola0-tier-fallback	src/__tests__/server/billingTierFallbackParity.test.ts,src/server/routes/billing/pricing.ts	fix(billing): add global-titanio to checkout tier fallback
0	1	2026-06-13	claude/ola0-webauthn-rpid	.github/workflows/deploy.yml,src/server/auth/rpId.test.ts,src/server/auth/rpId.ts,src/server/routes/curriculum.ts,src/server/routes/ds67ds76.ts,src/server/routes/dte.ts	fix(webauthn): resolve RP ID via fail-loud helper, set it in deploy
1	1	2026-06-07	ci/deploy-trim-secrets	.github/workflows/deploy.yml	ci(deploy): mount only provisioned secrets so the service can go live (Cloud Run)
BIG	122	2026-06-03	claude/technical-debt-review-e2e-87kVX	CLAUDE.md,TODO.md,docs/architecture-decisions/0019-ai-quota-resilience-strategy.md,docs/audits/CONTEXT_AUDIT_2026-06.md,docs/audits/file-ledger/DEEP-B1-Emergencia.md,docs/audits/file-ledger/DEEP-B10-EPP.md	Merge branch 'main' into claude/technical-debt-review-e2e-87kVX
0	1	2026-06-02	docs/sync-foundation-landed	TODO.md	docs(TODO): sync foundation-landed state (#650/#651/#652/#653 merged)
1	1	2026-06-02	test/e2e-fixme-precise-diagnoses	.gitignore,tests/e2e/offline-resilience.spec.ts,tests/e2e/process-lifecycle.spec.ts,tests/e2e/sos-button.spec.ts	test(e2e): replace vague fixme notes with code-grounded diagnoses (ran locally w/ Java21 emulator)
0	1	2026-06-02	fix/prevention-cost-role-gate	src/__tests__/server/preventionCost.test.ts,src/server/routes/preventionCost.ts	fix(preventionCost): role-gate save-scenario (audit-on-mount P3 #650)
0	1	2026-06-01	fix/2.31-open-handle-leak	src/__tests__/server/verifyAuthE2E.test.ts,src/test/setup.ts	fix(test): plug open-handle leak that caused the ┬º2.31 CI hang
2	2	2026-05-31	fix/triage-exempt-falsepositives	scripts/convention-guard-baseline.json,src/server/routes/incidentFlow.ts	fix(incidentFlow): use tenantId in writeAudit doc (fixes TS6133, un-breaks main typecheck)
1	2	2026-05-31	fix/ola4-audit	scripts/convention-guard-baseline.json,src/__tests__/server/incidentFlow.test.ts,src/server/routes/eppFlow.ts,src/server/routes/horometro.ts,src/server/routes/incidentFlow.ts,src/server/routes/leadership.ts	Merge remote-tracking branch 'origin/main' into fix/ola4-audit
0	1	2026-05-31	fix/rule19-borderline	scripts/convention-guard-baseline.json,src/server/routes/apprenticeship.ts,src/server/routes/knowledgeBase.ts	fix(knowledgeBase,apprenticeship): wrap the last read-modify-writes in runTransaction (#19)
0	1	2026-05-31	fix/ola3-audit	scripts/convention-guard-baseline.json,src/server/routes/drivingSafety.ts,src/server/routes/legalObligations.ts,src/server/routes/operationalChange.ts	fix(legalObligations,operationalChange,drivingSafety): audit state changes (#3)
0	1	2026-05-31	fix/ola2b-confidential-evac-loneworker	scripts/convention-guard-baseline.json,src/server/routes/confidentialReports.ts,src/server/routes/evacuationHeadcount.ts,src/server/routes/loneWorker.ts	fix(confidentialReports,evacuationHeadcount,loneWorker): audit state changes (#3)
0	1	2026-05-31	fix/ola2-workpermits-confidential-audit	scripts/convention-guard-baseline.json,src/__tests__/server/workPermits.router.test.ts,src/server/routes/workPermits.ts	fix(workPermits): audit the 3 permit-lifecycle writes (#3)
0	1	2026-05-30	test/server-routes-coverage-batch9	src/__tests__/server/adminBurden.test.ts,src/server/routes/adminBurden.ts	test+fix(server): cover adminBurden + fix its z.unknown() 400-validation bug
0	1	2026-05-30	test/server-routes-coverage-batch8	src/__tests__/server/deduplication.test.ts,src/__tests__/server/efficacyVerification.test.ts,src/__tests__/server/multiProject.test.ts,src/__tests__/server/retaliationProtection.test.ts,src/__tests__/server/routeScoring.test.ts,src/__tests__/server/skillGap.test.ts	test+fix(server): cover 6 routes + fix the z.unknown() 400-validation bug in all 6
0	1	2026-05-30	test/server-routes-coverage-batch7	src/__tests__/server/checklistBuilder.test.ts,src/__tests__/server/comms.test.ts,src/__tests__/server/eventReplay.test.ts,src/__tests__/server/jsa.test.ts,src/__tests__/server/rootCauseInvestigation.test.ts,src/__tests__/server/workerHistory.test.ts	test+fix(server): cover 6 routes + fix the z.unknown() 400-validation bug in 4
0	1	2026-05-30	feat/wire-industryrules-router	server.ts	fix(server): wire the industryRules router (client was getting 404s)
0	1	2026-05-30	test/server-routes-coverage-batch4	src/__tests__/server/auditPortal.test.ts,src/__tests__/server/horometro.test.ts,src/__tests__/server/privacyRetention.test.ts,src/__tests__/server/softBlocking.test.ts,src/__tests__/server/vendorOnboarding.test.ts,src/__tests__/server/wisdomCapsule.test.ts	test(server): real-router coverage for 6 more untested routes (253 tests)
0	1	2026-05-30	feat/wire-moc-shifthandover-routers	server.ts	feat(server): wire the MOC + shift-handover routers (built + tested, never mounted)
2	2	2026-05-30	test/server-routes-coverage-batch2	src/__tests__/server/annualReview.test.ts,src/__tests__/server/criticalControls.test.ts,src/__tests__/server/drillsManager.test.ts,src/__tests__/server/emergencyBrigade.test.ts,src/__tests__/server/eppFlow.test.ts,src/__tests__/server/externalAuditPortal.test.ts	test(server): real-router coverage for 6 more untested routes (221 tests)
2	2	2026-05-30	fix/e2e-project-context-resubscribe	src/services/firebase.ts,tests/e2e/offline-resilience.spec.ts,tests/e2e/process-lifecycle.spec.ts,tests/e2e/sos-button.spec.ts	fix(e2e): keep the 3 full-stack specs fixme'd at the feature layer + fix SOS locator
0	1	2026-05-30	test/speed-trigger-coverage	src/services/driving/speedTrigger.test.ts	test(driving): cover the Safe Driving pure helpers in speedTrigger (18 tests)
0	1	2026-05-30	test/equipment-qr-coverage	src/__tests__/server/equipmentQr.test.ts	test(equipment-qr): cover the pre-use inspection route (14 tests, was untested)
0	1	2026-05-30	security/culture-pulse-pepper	.env.example,scripts/validate-env.cjs,src/__tests__/server/culturePulse.test.ts,src/server/routes/culturePulse.ts	security(culture-pulse): pepper the responder hash vs insider de-anonymization
0	1	2026-05-30	feat/i18n-landing-body	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/LandingPage.tsx,tests/e2e/landing-i18n.spec.ts	feat(i18n): fully translate the LandingPage body (es/en/pt-BR)
5	5	2026-05-30	fix/e2e-landing-hero-cta-copy	playwright.config.ts,src/contexts/FirebaseContext.tsx,src/pages/Settings.tsx,tests/e2e/fixtures/auth.ts,tests/e2e/landing.spec.ts,tests/e2e/offline-resilience.spec.ts	fix(e2e): bypass Settings biometric gate in E2E + fixme project-scoped specs
1	1	2026-05-30	refactor/remove-discarded-pinecone	package-lock.json,package.json,src/server/routes/coachRag.ts,src/services/chemicalBackend.ts,src/services/coach/normativeRag.ts,src/services/networkBackend.ts	refactor(rag): remove discarded Pinecone backend ÔÇö in-memory RAG is the single path
0	1	2026-05-30	fix/oauth-test-agent-handle-leak	src/__tests__/server/oauthGoogle.test.ts	fix(test): kill the flaky CI Tests hang ÔÇö oauthGoogle used request.agent (leaked handle)
0	1	2026-05-30	docs/todo-verified-section16-2026-05-30	TODO.md	docs(TODO): verify ┬º16 point-by-point (largely stale) + discard Pinecone/COLMAP-cloud
2	2	2026-05-30	feat/coach-ia-por-dominio	src/components/ai/GuardianVoiceAssistant.tsx,src/services/gemini/asesorDomain.test.ts,src/services/gemini/chat.ts,src/services/geminiService.ts	refactor(ai): professionalize El Guardian's system prompt (B2B tone)
0	1	2026-05-30	docs/todo-verified-2026-05-30	TODO.md	docs(TODO): verify "pending products" point-by-point ÔÇö ~90% already built
0	1	2026-05-30	fix/eradicate-coming-soon-placeholders	docs/stubs-inventory.md,src/pages/AutoCADViewer.tsx,src/pages/MaturityIndicator.tsx	fix(ui): eradicate "Pr├│ximamente" placeholders ÔÇö honest OSS-only CAD copy + maturity empty-state
0	1	2026-05-30	test/audit-router-coverage	src/__tests__/server/audit.router.test.ts	test(audit): real-router coverage of the compliance audit-trail endpoints (10 tests)
0	1	2026-05-30	test/incidents-router-coverage	src/__tests__/server/incidents.router.test.ts	test(incidents): real-router coverage of the incident-report endpoint (6 tests)
0	1	2026-05-30	test/knowledge-base-coverage	src/__tests__/server/knowledgeBase.test.ts	test(knowledgeBase): real-router coverage for all 4 untested endpoints (11 tests)
0	1	2026-05-30	test/subscription-router-coverage	src/__tests__/server/subscription.router.test.ts	test(subscription): real-router coverage of the upgrade privilege-escalation gate (8 tests)
0	1	2026-05-29	test/culture-pulse-coverage	src/__tests__/server/culturePulse.test.ts	test(culturePulse): real-router coverage for the untested survey endpoints (13 tests)
0	1	2026-05-29	feat/zk-6-centrality-metrics-2026-05-29	src/services/zettelkasten/centrality.test.ts,src/services/zettelkasten/centrality.ts	feat(zk-6): graph centrality metrics + archive candidacy (builds on ZK-1 backlinks)
2	2	2026-05-29	test/coverage-server-batch-4	src/__tests__/server/invitations.router.test.ts,src/__tests__/server/projects.router.test.ts	test(server): real-router coverage for invitation accept flow (10 tests)
0	1	2026-05-29	feat/wire-zk1-backlinks-endpoint	src/__tests__/server/zettelkasten.backlinks.test.ts,src/server/routes/horometro.ts,src/server/routes/zettelkasten.ts,src/services/zettelkasten/edgeStoreFirestore.ts	feat(zettelkasten): wire orphan ZK-1 backlinks as advisory endpoint + share EdgeStore adapter
0	1	2026-05-29	fix/ci-job-timeouts	.github/workflows/ci.yml	fix(ci): add 30-min timeout-minutes cap to every CI job
0	1	2026-05-29	feat/wire-risk-orchestrator-advisory	src/__tests__/server/zettelkasten.riskControls.test.ts,src/server/routes/zettelkasten.ts	feat(zettelkasten): wire orphan riskOrchestrator as advisory endpoint
0	1	2026-05-29	fix/system-engine-active-emergency-bug	docs/stubs-inventory.md,src/contexts/SystemEngineProvider.tsx	fix(system-engine): wire hasActiveEmergency to real state + document mount blocker
0	1	2026-05-29	feat/wire-critical-permit-validators	docs/stubs-inventory.md,src/__tests__/server/workPermits.criticalValidate.test.ts,src/server/routes/workPermits.ts	feat(workPermits): wire critical permit validators (DS 132) + advisory endpoint
0	1	2026-05-29	test/coverage-server-batch-6	src/__tests__/helpers/fakeFirestore.ts,src/__tests__/server/projectClosure.router.test.ts	test(server): projectClosure lifecycle + safety gate (11 tests) + fakeFirestore .count()
2	2	2026-05-29	test/coverage-and-cowork-batch-5	docs/COWORK_REQUIREMENTS.md,src/__tests__/server/portableHistory.test.ts	test(server): real-router coverage for portable worker history (Ley 19.628, 11 tests)
2	2	2026-05-29	test/coverage-server-batch-7	src/__tests__/server/gemini.router.test.ts,src/services/suseso/monthlyReport.test.ts	fix(test): eliminate chronic CI flake in monthlyReport determinism test
2	2	2026-05-29	test/coverage-server-batch-3	src/__tests__/server/admin.router.test.ts,src/__tests__/server/incidentFlow.test.ts	test(server): real-router coverage for incidentFlow PDCA surface (5 tests)
2	2	2026-05-29	test/coverage-server-batch-2	src/__tests__/server/organic.router.test.ts,src/__tests__/server/suppliers.test.ts	test(server): real-router coverage for suppliers quality + ranking (7 tests)
13	13	2026-05-29	fix/mandown-alert-escalation-coverage-baseline	docs/testing/COVERAGE_BASELINE.md,package-lock.json,package.json,scripts/analyze-coverage.cjs,scripts/check-coverage-ratchet.cjs,scripts/coverage-floors.json	fix(test): typecheck errors in fakeFirestore + useRiskEngine test
0	1	2026-05-29	feat/12.5.1-extract-gemini-governance	src/services/gemini/governance.test.ts,src/services/gemini/governance.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini governance helpers ÔÇö split step 1
0	1	2026-05-29	feat/12.5.1-extract-gemini-operations	src/services/gemini/operations.test.ts,src/services/gemini/operations.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini operations bundle ÔÇö split step 12
0	1	2026-05-29	feat/12.5.1-extract-gemini-person-plans	src/services/gemini/personPlans.test.ts,src/services/gemini/personPlans.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini person-centric plans ÔÇö split step 11
0	1	2026-05-29	feat/12.5.1-extract-gemini-chat	src/services/gemini/chat.test.ts,src/services/gemini/chat.ts,src/services/geminiBackend.ts	refactor(┬º12.5.1): extract gemini chat + advice ÔÇö split step 10
